cumatrixid,cumatrixtitle,cumatrixitemid,cumatrixitemtitle,cumatrixgrpids,cumatrixtags,posterid,pvnum,visitduration,accSubscribeNum,logdate,loghour
0000015BD94483BB000000316375706F795F72656C656173654355,Mii 黃小米,00000165576792CD000023416375706F795F72656C656173654349,AD ll 粉底遮瑕一盒搞定？MAYBELLINE 二合一無瑕光圈氣墊實測 Super Cushion Review｜黃小米Mii,"['Hedonism_tw', 'life_tw', 'beautysalon_tw']","['保養', '彩妝', '旅遊']",D2510143,1,2,1,2019-07-14,8
0000015BD94483BB000000316375706F795F72656C656173654355,Mii 黃小米,000001656D3D41E10000041A6375706F795F72656C656173654349,彩妝凹凹賞。23樣日常愛用大集合 Favorites Products 2018｜黃小米Mii,"['Hedonism_tw', 'life_tw', 'beautysalon_tw']","['保養', '彩妝', '旅遊']",D2510143,2,7,1,2019-07-14,8
0000015BD94483BB000000316375706F795F72656C656173654355,Mii 黃小米,0000016582472DBF000004196375706F795F72656C656173654349,比開架更便宜！CATRICE 德國超平價彩妝化全妝。哪些必買？哪些避雷？ Catrice One Brand Makeup｜黃小米Mii,"['Hedonism_tw', 'life_tw', 'beautysalon_tw']","['保養', '彩妝', '旅遊']",D2510143,1,0,1,2019-07-14,8
0000015C3B2F85D30000000C6375706F795F72656C656173654355,囧星人-囧說書,0000015C3B344D2C0000043C6375706F795F72656C656173654349,腦科學、歷史與哲學，今晚你選哪本?,"['Reading_tw', 'ReadNovel_tw']","['書摘', '書籍', '閱讀']",97210140,1,0,35,2019-07-14,9
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,0000015D35D02D44000000126375706F795F72656C656173654349,5款豪華中大型轎車 華麗大作戰[5/5]動態操控篇 | U-CAR 集體評比(BMW 5er、M.Benz E-Class、Lexus GS、Infiniti Q70 、Volvo S90),"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,2,19,8,2019-07-14,12
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,0000015D7DCD4DFC0000004E6375706F795F72656C656173654349,養車10年成本估算 - 5款豪華中大型轎車 華麗大作戰[4/5]持有成本篇 | U-CAR 集體評比 (5 Series、E-Class、GS200t、Q70 、S90),"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,2,9,8,2019-07-14,12
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015CD08F72D5000000EF6375706F795F72656C656173654349,早知道（下）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,4,17,2019-07-14,15
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015CD08FE98D000000F06375706F795F72656C656173654349,我不要（上）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,545,17,2019-07-14,15
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015CD0905307000000F16375706F795F72656C656173654349,我不要（下）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,529,17,2019-07-14,15
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015E361FF21E000000426375706F795F72656C656173654349,孔雀先生的秘密（上）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,614,17,2019-07-14,15
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015E4A2CA804000000236375706F795F72656C656173654349,孔雀先生的秘密（下）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,461,17,2019-07-14,15
0000015D56127F76000000016375706F795F72656C656173654355,加點吉拿棒,0000016BE7B62E4C000087096375706F795F72656C656173654349,《名偵探柯南：紺青之拳》在日本擊敗終局之戰的超強劇場版 ft. ABuLae余渣、亞次圓、SHINN｜週五電影趴 by 加點吉拿棒,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影視', '文化', '電影']",49910145,1,4,25,2019-07-14,15
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,2,260,49,2019-07-14,15
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628ACBFEAB000000026375706F795F72656C656173654349,投資，達成財務自由的「加速」法則！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,115,49,2019-07-14,15
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AD2E005000000036375706F795F72656C656173654349,教你如何選「適合」自己的投資工具！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,402,49,2019-07-14,15
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015CD59B5635000001B26375706F795F72656C656173654349,奇想西遊記 之「妖妖要吃唐僧肉」,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,780,17,2019-07-14,16
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015CD5A18109000001B56375706F795F72656C656173654349,靈靈精精精靈靈（上）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,0,17,2019-07-14,16
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,0000015BFC943D770000044B6375706F795F72656C656173654349,跨界交鋒！Toyota C-HR vs. Honda HR-V 試駕前導篇,"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,3,8,2019-07-14,18
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,0000015BFC953C4F0000044D6375706F795F72656C656173654349,Toyota Sienta vs. Wish - 只是新舊交替？還是超越以往？,"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,0,8,2019-07-14,18
000001623C92A4E8000000036375706F795F72656C656173654355,夯翻鼠|投資理財FQ,000001623C9BE5E40000001B6375706F795F72656C656173654349,敢花錢就代表很有錢？有錢人默默致富的關鍵其實就只有⋯(原來有錢人都這麼做) | 夯翻鼠 說書14,"['WhiteCollar_tw', 'business_tw']","['ETF', '投資教學', '理財知識']",B0310653,1,34,39,2019-07-14,22
000001623C92A4E8000000036375706F795F72656C656173654355,夯翻鼠|投資理財FQ,000001623C9CBFA00000001D6375706F795F72656C656173654349,2乘2不等於4？一組數學公式道盡投資人性～一個投機者的告白(後有小尾巴推書計畫) | 夯翻鼠 說書13,"['WhiteCollar_tw', 'business_tw']","['ETF', '投資教學', '理財知識']",B0310653,1,0,39,2019-07-14,22
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD4C7863000000036375706F795F70726572656C656173654349,python基礎 1 安裝,"['tech_tw', 'robot_tw']",['python'],B0310653,2,91,85,2019-07-14,22
000001661A14B2E2000000016375706F795F70726572656C656173654355,莫煩_有趣的機器學習 新手入門聖經,000001661A3A039A000000016375706F795F70726572656C656173654349,什麼是機器學習? ,['empty'],['empty'],B0310653,1,0,34,2019-07-14,22
0000015C7D88E794000000086375706F795F72656C656173654355,FUNDESIGN 瘋設計,0000015C8D46D34E0000022C6375706F795F72656C656173654349,透過設計，從環境獲得心靈滿足│尚藝設計 俞佳宏,"['Hipster_tw', 'design_tw', 'interior_design_tw']","['創意', '文創生活', '設計師']",F4810138,1,9,59,2019-07-14,23
0000015C832FC1C70000000A6375706F795F72656C656173654355,GO車誌,0000015C9047B2BF000005446375706F795F72656C656173654349,Toyota Camry & Wish日規版本搶先看｜東京改裝車展番外篇,"['life_tw', 'car_tw']","['汽車', '消費', '生活情報']",97210140,1,0,0,2019-07-14,23
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,0000015C9B7DF1E2000006AD6375706F795F72656C656173654349,從村民身上奪回種子吧！&開拓西瓜田南瓜田,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,1,0,15,2019-07-15,4
0000015B5D970EA1000000056375706F795F72656C656173654355,電影法蘭克,0000015E22D936960000009C6375706F795F72656C656173654349,★法蘭克★ 鷹眼 Hawkeye | #21 | Marvel角色介紹系列!,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影評', '漫威漫畫', '美漫']",49910145,2,1,36,2019-07-15,11
0000015B5D970EA1000000056375706F795F72656C656173654355,電影法蘭克,0000015E6E4F772E000000766375706F795F72656C656173654349,★法蘭克★ 異人族 Inhumans | #22 | Marvel角色(種族)介紹系列!,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影評', '漫威漫畫', '美漫']",49910145,1,16,36,2019-07-15,11
00000169191E6049000000046375706F795F72656C656173654355,KUAIZERO,0000016919341B2D000000666375706F795F72656C656173654349,人類雖然無法再次登上月球，但卻可以登上太陽的真正原因 ,['tech_tw'],['empty'],6CA10149,1,0,4,2019-07-15,12
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AEA90A1000000056375706F795F72656C656173654349,破解巴菲特評估企業的 4大原則！（內附實用財經查詢好站）,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,1588,49,2019-07-15,13
0000015B5D970EA1000000056375706F795F72656C656173654355,電影法蘭克,0000015CC06206BC000000896375706F795F72656C656173654349,★法蘭克★格魯特 The Groot| #19 | Marvel角色介紹系列!,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影評', '漫威漫畫', '美漫']",49910145,1,0,36,2019-07-15,14
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AFD5EF3000000066375706F795F72656C656173654349,25K小資女，上網學投資，6年賺 400萬！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,110,49,2019-07-15,14
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,00000162A87B9766000000096375706F795F72656C656173654349,小資女艾蜜莉：我的資產翻倍存股筆記！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,66,49,2019-07-15,14
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,9,49,2019-07-15,15
00000162B3074DFC000000056375706F795F72656C656173654355,Stockfeel｜股感酸財經,000001697ADAB2650001A3C86375706F795F72656C656173654349,奧丁 線上即時講座及台股討論- 2019/3/14,"['WhiteCollar_tw', 'business_tw']","['投資技巧', '理財知識', '股票交易']",B0310653,1,36,30,2019-07-15,15
000001697FC08CA7000000036375706F795F72656C656173654355,李宏毅 _對抗生成網路 GAN,000001697FC3116F000000136375706F795F72656C656173654349,Unsupervised Conditional Generation,"['tech_tw', 'robot_tw']",['empty'],6CA10149,1,0,2,2019-07-15,15
0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,0000016105F452F000000FCC6375706F795F72656C656173654349,【直播】阿滴英文三週年! 真心話大冒險!,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,1,0,55,2019-07-15,16
0000015B722CA75F000000056375706F795F72656C656173654355,米娜朗讀,0000015B72457142000001756375706F795F72656C656173654349,恐怖童話-惹怒亡靈的下場【米娜朗讀】,"['Reading_tw', '_UNDEF_', 'ReadNovel_tw']","['小說', '書籍', '閱讀']",33510142,1,0,17,2019-07-15,17
0000015B722CA75F000000056375706F795F72656C656173654355,米娜朗讀,0000015B72459DCF000001766375706F795F72656C656173654349,恐怖童話-惹怒亡靈的下場2【米娜朗讀】,"['Reading_tw', '_UNDEF_', 'ReadNovel_tw']","['小說', '書籍', '閱讀']",33510142,1,8,17,2019-07-15,17
0000015B722CA75F000000056375706F795F72656C656173654355,米娜朗讀,0000015B7245C4B1000001776375706F795F72656C656173654349,恐怖童話-愛喝酒的手臂【米娜朗讀】,"['Reading_tw', '_UNDEF_', 'ReadNovel_tw']","['小說', '書籍', '閱讀']",33510142,1,230,17,2019-07-15,17
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,2,5,49,2019-07-15,17
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,0000016BF221A169000092A96375706F795F72656C656173654349,【渣男模擬器】如何跟女友朋友要LINE?  |#3,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,1,61,15,2019-07-15,18
0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E138F6C600000005A6375706F795F72656C656173654349,強迫改變慣用手，重挫自信心，孩子是左撇子，非改不可？,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1,9,1,2019-07-15,18
0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13AB57430000005D6375706F795F72656C656173654349,原來及早發現這麼重要！解析14種新生兒先天性代謝異常疾病,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1,0,1,2019-07-15,18
0000016675F2D680000000026375706F795F70726572656C656173654355,莫煩＿Keras快速上手 機器學習神經網路實作,0000016676CEDF4D000000246375706F795F70726572656C656173654349,科普: 人工神經網絡 VS 生物神經網絡 ,"['tech_tw', 'robot_tw']",['Keras'],B0310653,1,12,48,2019-07-15,18
0000016675F2D680000000026375706F795F70726572656C656173654355,莫煩＿Keras快速上手 機器學習神經網路實作,0000016676D004E1000000256375706F795F70726572656C656173654349,什麼是神經網絡 (機器學習) ?,"['tech_tw', 'robot_tw']",['Keras'],B0310653,1,5,48,2019-07-15,18
0000016675F2D680000000026375706F795F70726572656C656173654355,莫煩＿Keras快速上手 機器學習神經網路實作,0000016676D24EF0000000266375706F795F70726572656C656173654349,神經網絡 : 梯度下降 (Gradient Descent in Neural Nets) ,"['tech_tw', 'robot_tw']",['Keras'],B0310653,1,6,48,2019-07-15,18
0000016675F2D680000000026375706F795F70726572656C656173654355,莫煩＿Keras快速上手 機器學習神經網路實作,0000016676D55A6F000000276375706F795F70726572656C656173654349,科普: 神經網絡的黑盒不黑 (深度理解神經網絡),"['tech_tw', 'robot_tw']",['Keras'],B0310653,1,5,48,2019-07-15,18
0000016675F2D680000000026375706F795F70726572656C656173654355,莫煩＿Keras快速上手 機器學習神經網路實作,0000016676D71745000000286375706F795F70726572656C656173654349,Keras #1 Why? (教學 教程 tutorial) ,"['tech_tw', 'robot_tw']",['Keras'],B0310653,1,8,48,2019-07-15,18
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,000001697109B0A10001947E6375706F795F72656C656173654349,交友軟體能交友嗎？女孩覺得Tinder、iPair、weTouch、SweetRing、JustDating哪款最好用？,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,1,8,68,2019-07-15,22
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,0000016972C8555F0001973E6375706F795F72656C656173654349,宇獺有事嗎!? EP45 - 行動支付有哪些？第三方支付、電子支付又是什麼？我該怎麼選？,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,2,6,68,2019-07-15,22
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,00000169780506B100019F7E6375706F795F72656C656173654349,那個字唸ㄊㄚˋ(ta) feat.情史煌,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,2,9,68,2019-07-15,22
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,000001697B8285800001A4FE6375706F795F72656C656173654349,可用App輕鬆看網路狀況 TP Link Archer A6路由器開箱,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,1,0,68,2019-07-15,22
000001606D62AE66000000016375706F795F72656C656173654355,頂尖人才這樣來,000001606D9FCF88000000716375706F795F72656C656173654349,關於招募，雇主品牌比你想像的還更重要！,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'startups_tw']","['創業', '商業', '招募']",96910144,1,0,1,2019-07-15,22
0000015D56127F76000000016375706F795F72656C656173654355,加點吉拿棒,0000016BE7B62E4C000087096375706F795F72656C656173654349,《名偵探柯南：紺青之拳》在日本擊敗終局之戰的超強劇場版 ft. ABuLae余渣、亞次圓、SHINN｜週五電影趴 by 加點吉拿棒,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影視', '文化', '電影']",49910145,2,16,25,2019-07-15,23
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,7,248,49,2019-07-16,0
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628ACBFEAB000000026375706F795F72656C656173654349,投資，達成財務自由的「加速」法則！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,64,49,2019-07-16,0
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AD2E005000000036375706F795F72656C656173654349,教你如何選「適合」自己的投資工具！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,5,49,2019-07-16,0
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AD98B8F000000046375706F795F72656C656173654349,那些年，我跟怪老子學的理財大小事！（一堂價值百萬的理財課程）,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,67,49,2019-07-16,0
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AEA90A1000000056375706F795F72656C656173654349,破解巴菲特評估企業的 4大原則！（內附實用財經查詢好站）,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,53,49,2019-07-16,0
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,00000162A87B9766000000096375706F795F72656C656173654349,小資女艾蜜莉：我的資產翻倍存股筆記！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,7,49,2019-07-16,0
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD4C7863000000036375706F795F70726572656C656173654349,python基礎 1 安裝,"['tech_tw', 'robot_tw']",['python'],B0310653,3,496,85,2019-07-16,10
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD500096000000046375706F795F70726572656C656173654349,python基礎 2 print (),"['tech_tw', 'robot_tw']",['python'],B0310653,2,569,85,2019-07-16,10
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD4C7863000000036375706F795F70726572656C656173654349,python基礎 1 安裝,"['tech_tw', 'robot_tw']",['python'],B0310653,1,32,85,2019-07-16,11
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD5147E0000000056375706F795F70726572656C656173654349,python基礎 3 數學 ,"['tech_tw', 'robot_tw']",['python'],B0310653,1,9,85,2019-07-16,11
0000015C7D88E794000000086375706F795F72656C656173654355,FUNDESIGN 瘋設計,0000015C8D480ADE000002376375706F795F72656C656173654349,用設計突破空間可能性│近境制作 唐忠漢,"['Hipster_tw', 'design_tw', 'interior_design_tw']","['創意', '文創生活', '設計師']",F4810138,2,17,59,2019-07-16,13
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD4C7863000000036375706F795F70726572656C656173654349,python基礎 1 安裝,"['tech_tw', 'robot_tw']",['python'],B0310653,1,9,85,2019-07-16,13
0000016675F2D680000000026375706F795F70726572656C656173654355,莫煩＿Keras快速上手 機器學習神經網路實作,0000016676CEDF4D000000246375706F795F70726572656C656173654349,科普: 人工神經網絡 VS 生物神經網絡 ,"['tech_tw', 'robot_tw']",['Keras'],B0310653,1,5,48,2019-07-16,13
00000167E4306181000000026375706F795F72656C656173654355,彭彭老師_Python 入門教學 從初學到精通,00000167E475BC8E000000056375706F795F72656C656173654349,1.Python 變數與資料型態 ,"['tech_tw', 'robot_tw']",['python'],B0310653,1,46,18,2019-07-16,13
00000168EB35DA05000000026375706F795F72656C656173654355,李宏毅_第一堂深度學習課,00000168FF1BD9FE000000796375706F795F72656C656173654349,1-1：Can shallow network fit any function?,"['tech_tw', 'robot_tw']",['empty'],B0310653,1,2,0,2019-07-16,13
00000168FF4AF517000000036375706F795F72656C656173654355,林軒田_機器學習技法 Machine Learning Techniques,00000168FF601CCA000000836375706F795F72656C656173654349,Linear Support Vector Machine (SVM) :: Course Introduction ,"['tech_tw', 'robot_tw']",['機器學習'],B0310653,1,3,28,2019-07-16,13
00000167E4306181000000026375706F795F72656C656173654355,彭彭老師_Python 入門教學 從初學到精通,00000167E475BC8E000000056375706F795F72656C656173654349,1.Python 變數與資料型態 ,"['tech_tw', 'robot_tw']",['python'],B0310653,1,18,18,2019-07-16,14
00000168FF4AF517000000036375706F795F72656C656173654355,林軒田_機器學習技法 Machine Learning Techniques,00000168FF601CCA000000836375706F795F72656C656173654349,Linear Support Vector Machine (SVM) :: Course Introduction ,"['tech_tw', 'robot_tw']",['機器學習'],B0310653,1,6,28,2019-07-16,16
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD4C7863000000036375706F795F70726572656C656173654349,python基礎 1 安裝,"['tech_tw', 'robot_tw']",['python'],B0310653,1,9,85,2019-07-16,17
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD5147E0000000056375706F795F70726572656C656173654349,python基礎 3 數學 ,"['tech_tw', 'robot_tw']",['python'],B0310653,1,229,85,2019-07-16,17
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD52377B000000066375706F795F70726572656C656173654349,python基礎 4 自變量 variable ,"['tech_tw', 'robot_tw']",['python'],B0310653,1,0,85,2019-07-16,17
0000015BFC5B3A2C000000026375706F795F72656C656173654355,全民瘋車Bar,000001647F6B3EAC000013716375706F795F72656C656173654349,Škoda Fabia & Fabia Combi 歐系聰明首選   - 廖怡塵【全民瘋車Bar】【雙廖冠軍】,"['life_tw', 'car_tw']","['汽車', '消費', '生活']",D1010139,1,440,3,2019-07-16,19
0000015BFC5B3A2C000000026375706F795F72656C656173654355,全民瘋車Bar,0000016489CD5D4500001EB06375706F795F72656C656173654349,怡塵愛駒新登場！試駕 - 廖怡塵【全民瘋車Bar】99,"['life_tw', 'car_tw']","['汽車', '消費', '生活']",D1010139,1,0,3,2019-07-16,20
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,00000169393A61CF00013D276375706F795F72656C656173654349,Sony Xperia 1 / 10 / 10 Plus / L3 - 你該選擇誰？(4K HDR OLED、21:9螢幕、三鏡頭、眼睛追焦、SonyMWC) | 大對決#64【小翔 XIANG】,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,1,5,39,2019-07-16,22
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,1,49,2019-07-16,23
0000015B4CAE3332000000036375706F795F72656C656173654355,艾瑪讀繪本,0000015B4E3077D8000006B16375706F795F72656C656173654349,【艾瑪讀繪本】著名情緒繪本《生氣的亞瑟》,"['Reading_tw', '_UNDEF_', 'PictureBook_tw']","['書籍', '繪本', '閱讀']",FA910146,1,2,30,2019-07-17,0
0000015B4CAE3332000000036375706F795F72656C656173654355,艾瑪讀繪本,0000015B4E30ACFD000006B26375706F795F72656C656173654349,【美文共賞】On Children 論孩子-紀伯倫,"['Reading_tw', '_UNDEF_', 'PictureBook_tw']","['書籍', '繪本', '閱讀']",FA910146,1,9,30,2019-07-17,0
0000015B4CAE3332000000036375706F795F72656C656173654355,艾瑪讀繪本,0000015B4E310269000006B36375706F795F72656C656173654349,"【艾瑪讀繪本】Watch Your Step, Mr. Rabbit!","['Reading_tw', '_UNDEF_', 'PictureBook_tw']","['書籍', '繪本', '閱讀']",FA910146,1,0,30,2019-07-17,0
0000015B4CAE3332000000036375706F795F72656C656173654355,艾瑪讀繪本,0000015B816FDF8F000005F16375706F795F72656C656173654349,【艾瑪讀繪本】魔法親親,"['Reading_tw', '_UNDEF_', 'PictureBook_tw']","['書籍', '繪本', '閱讀']",FA910146,1,2,30,2019-07-17,0
0000015B4CAE3332000000036375706F795F72656C656173654355,艾瑪讀繪本,0000015C1165477E000006B36375706F795F72656C656173654349,【艾瑪唱童謠】Down by the Bay,"['Reading_tw', '_UNDEF_', 'PictureBook_tw']","['書籍', '繪本', '閱讀']",FA910146,1,2,30,2019-07-17,0
0000015B4CAE3332000000036375706F795F72656C656173654355,艾瑪讀繪本,0000015C1165B656000006B46375706F795F72656C656173654349,【艾瑪讀繪本】The Napping House,"['Reading_tw', '_UNDEF_', 'PictureBook_tw']","['書籍', '繪本', '閱讀']",FA910146,1,2,30,2019-07-17,0
0000015B4CAE3332000000036375706F795F72656C656173654355,艾瑪讀繪本,0000015C1186F57E000006B56375706F795F72656C656173654349,有些時候，我特別喜歡媽媽,"['Reading_tw', '_UNDEF_', 'PictureBook_tw']","['書籍', '繪本', '閱讀']",FA910146,1,2,30,2019-07-17,0
0000015B4CAE3332000000036375706F795F72656C656173654355,艾瑪讀繪本,0000015C118730D8000006B66375706F795F72656C656173654349,科普入門，蘭登1-Wheels,"['Reading_tw', '_UNDEF_', 'PictureBook_tw']","['書籍', '繪本', '閱讀']",FA910146,1,2,30,2019-07-17,0
0000015B4CAE3332000000036375706F795F72656C656173654355,艾瑪讀繪本,0000015C11875E82000006B76375706F795F72656C656173654349,【Stephanie老師】Hello Hello,"['Reading_tw', '_UNDEF_', 'PictureBook_tw']","['書籍', '繪本', '閱讀']",FA910146,1,3,30,2019-07-17,0
