assistid,pvnum,visitduration,logdate,loghour
ai_tw,19,3858,2019-07-11,16
ai_tw,22,2219,2019-07-11,17
ai_tw,17,490,2019-07-11,18
ai_tw,19,3022,2019-07-11,19
ai_tw,8,1924,2019-07-11,20
ai_tw,5,109,2019-07-11,21
ai_tw,25,3548,2019-07-11,22
ai_tw,15,1158,2019-07-11,23
ai_tw,4,508,2019-07-12,0
ai_tw,16,1450,2019-07-12,1
ai_tw,4,1178,2019-07-12,2
ai_tw,1,1278,2019-07-12,4
ai_tw,1,0,2019-07-12,6
ai_tw,4,193,2019-07-12,7
ai_tw,2,5,2019-07-12,8
ai_tw,37,2971,2019-07-12,9
ai_tw,15,3189,2019-07-12,10
ai_tw,29,5304,2019-07-12,11
ai_tw,39,2316,2019-07-12,12
ai_tw,10,1818,2019-07-12,13
ai_tw,11,2674,2019-07-12,14
ai_tw,25,4740,2019-07-12,15
ai_tw,43,5174,2019-07-12,16
ai_tw,26,3794,2019-07-12,17
ai_tw,21,2453,2019-07-12,18
ai_tw,2,26,2019-07-12,19
ai_tw,5,342,2019-07-12,20
ai_tw,11,426,2019-07-12,21
ai_tw,11,1508,2019-07-12,22
ai_tw,5,106,2019-07-12,23
ai_tw,9,1624,2019-07-13,0
ai_tw,40,3254,2019-07-13,1
ai_tw,18,1429,2019-07-13,2
ai_tw,3,306,2019-07-13,3
ai_tw,1,23,2019-07-13,5
ai_tw,6,79,2019-07-13,6
ai_tw,6,336,2019-07-13,7
ai_tw,2,0,2019-07-13,8
ai_tw,4,821,2019-07-13,9
ai_tw,13,1562,2019-07-13,10
ai_tw,22,1593,2019-07-13,11
ai_tw,9,1594,2019-07-13,12
ai_tw,12,741,2019-07-13,13
ai_tw,13,1781,2019-07-13,14
ai_tw,13,3845,2019-07-13,15
ai_tw,12,2326,2019-07-13,16
ai_tw,25,3961,2019-07-13,17
ai_tw,8,1457,2019-07-13,18
ai_tw,7,1422,2019-07-13,19
ai_tw,20,1069,2019-07-13,20
ai_tw,9,4286,2019-07-13,21
ai_tw,13,2021,2019-07-13,22
ai_tw,10,2837,2019-07-13,23
