cumatrixid,cumatrixtitle,cumatrixgrpids,cumatrixtags,posterid,pvnum,visitduration,accSubscribeNum,logdate
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,2,0,41,2019-06-23
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,2,0,73,2019-06-23
0000015BD94483BB000000316375706F795F72656C656173654355,Mii 黃小米,"['Hedonism_tw', 'life_tw', 'beautysalon_tw']","['保養', '彩妝', '旅遊']",D2510143,1,0,1,2019-06-23
0000015BFC5B3A2C000000026375706F795F72656C656173654355,全民瘋車Bar,"['life_tw', 'car_tw']","['汽車', '消費', '生活']",D1010139,2,9,3,2019-06-23
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,6,23,8,2019-06-23
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,2,76,8,2019-06-23
0000015C3A83A82A000000086375706F795F72656C656173654355,袁騰飛-五千年系列,"['Reading_tw', 'ReadNovel_tw']","['中華文明', '歷史', '袁騰飛']",9B310147,2,16,19,2019-06-23
0000015C3A83A82A000000086375706F795F72656C656173654355,袁騰飛-五千年系列,"['Reading_tw', 'ReadNovel_tw']","['中華文明', '歷史', '袁騰飛']",9B310147,1,4,19,2019-06-23
0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,2,0,10,2019-06-23
0000015C9A2A2201000000056375706F795F72656C656173654355,讀她,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']",['empty'],F7110214,13,2082,49,2019-06-23
0000015C9A2A2201000000056375706F795F72656C656173654355,讀她,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']",['empty'],F7110214,56,3135,49,2019-06-23
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,6,0,15,2019-06-23
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,1,0,15,2019-06-23
0000015C9F42AEEF000000096375706F795F72656C656173654355,上班族的茶水間,"['WhiteCollar_tw', 'business_tw', 'career_tw']",['empty'],A9010254,2,129,43,2019-06-23
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,4,15,18,2019-06-23
0000015D56127F76000000016375706F795F72656C656173654355,加點吉拿棒,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影視', '文化', '電影']",49910145,5,10,25,2019-06-23
0000015D56127F76000000016375706F795F72656C656173654355,加點吉拿棒,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影視', '文化', '電影']",49910145,1,3,25,2019-06-23
000001623C92A4E8000000036375706F795F72656C656173654355,夯翻鼠|投資理財FQ,"['WhiteCollar_tw', 'business_tw']","['ETF', '投資教學', '理財知識']",B0310653,3,0,42,2019-06-23
00000165F64C90C2000000016375706F795F70726572656C656173654355,莫煩_Scikit-learn python數據科學入門,"['tech_tw', 'robot_tw']","['sklearn', '機器學習']",B0310653,2,69,46,2019-06-23
000001661A14B2E2000000016375706F795F70726572656C656173654355,莫煩_有趣的機器學習 新手入門聖經,['empty'],['empty'],B0310653,2,0,47,2019-06-23
00000169191E6049000000046375706F795F72656C656173654355,KUAIZERO,['tech_tw'],['empty'],6CA10149,2,0,4,2019-06-23
0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ","['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1,0,33,2019-06-23
0000015B034BD8690000000C6375706F795F72656C656173654355,NEWLIFE 健身,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '健身', '運動']",D2510143,1,0,35,2019-06-24
0000015B5D970EA1000000056375706F795F72656C656173654355,電影法蘭克,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影評', '漫威漫畫', '美漫']",49910145,2,0,36,2019-06-24
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,8,7,48,2019-06-24
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,1,0,48,2019-06-24
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,2,0,16,2019-06-24
0000015B95102473000000156375706F795F72656C656173654355,Nightblue3 官方中譯版,"['Game_tw', 'LoL_tw']","['Nightblue', '英雄聯盟', '遊戲影片']",49910145,2,0,17,2019-06-24
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,4,0,41,2019-06-24
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,6,0,73,2019-06-24
0000015BD94483BB000000316375706F795F72656C656173654355,Mii 黃小米,"['Hedonism_tw', 'life_tw', 'beautysalon_tw']","['保養', '彩妝', '旅遊']",D2510143,2,4,1,2019-06-24
0000015BD94483BB000000316375706F795F72656C656173654355,Mii 黃小米,"['Hedonism_tw', 'life_tw', 'beautysalon_tw']","['保養', '彩妝', '旅遊']",D2510143,6,115,1,2019-06-24
0000015BDE08B773000000326375706F795F72656C656173654355,一条．設計．美學,"['Hipster_tw', 'design_tw', 'interior_design_tw']","['生活方式', '美學', '設計']",F4810138,4,0,86,2019-06-24
0000015BFC5B3A2C000000026375706F795F72656C656173654355,全民瘋車Bar,"['life_tw', 'car_tw']","['汽車', '消費', '生活']",D1010139,2,32,3,2019-06-24
0000015BFC5B3A2C000000026375706F795F72656C656173654355,全民瘋車Bar,"['life_tw', 'car_tw']","['汽車', '消費', '生活']",D1010139,2,32,3,2019-06-24
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,2,0,8,2019-06-24
0000015C3B1ED81B0000000A6375706F795F72656C656173654355,啾啾鞋-啾讀,"['Reading_tw', 'ReadNovel_tw']","['書籍', '說書', '閱讀']",97210140,1,0,22,2019-06-24
0000015C7C624FEE000000056375706F795F72656C656173654355,翔麟的遊戲實況頻道,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['遊戲', '遊戲實況', '遊戲時段']",D1010139,1,0,11,2019-06-24
0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,12,25,10,2019-06-24
0000015C9A2A2201000000056375706F795F72656C656173654355,讀她,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']",['empty'],F7110214,2,0,49,2019-06-24
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,4,0,15,2019-06-24
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,20,14685,15,2019-06-24
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,3,627,18,2019-06-24
0000015CCDC2F6D40000000C6375706F795F72656C656173654355,健身Fitting Room,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '健身', '運動']",F4810138,2,0,52,2019-06-24
0000015CCDC2F6D40000000C6375706F795F72656C656173654355,健身Fitting Room,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '健身', '運動']",F4810138,1,0,52,2019-06-24
0000015CD0001417000000016375706F795F72656C656173654355,Mira's Garden-我的韓國生活,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['文化', '旅遊', '韓國']",D2510143,2,86,20,2019-06-24
0000016209FC8F0B000000046375706F795F72656C656173654355,8分鐘理財學堂,"['WhiteCollar_tw', 'business_tw']","['期權', '期貨', '股票']",B0310653,2,0,72,2019-06-24
000001623C92A4E8000000036375706F795F72656C656173654355,夯翻鼠|投資理財FQ,"['WhiteCollar_tw', 'business_tw']","['ETF', '投資教學', '理財知識']",B0310653,2,0,42,2019-06-24
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,3,46,53,2019-06-24
00000162BE7534B3000000086375706F795F72656C656173654355,區塊鏈的前世今生與未來,"['tech_tw', 'BlockChain_tw']","['blockchain', '區塊鏈', '杜宏毅']",B0310653,21,361,72,2019-06-24
00000162BE7534B3000000086375706F795F72656C656173654355,區塊鏈的前世今生與未來,"['tech_tw', 'BlockChain_tw']","['blockchain', '區塊鏈', '杜宏毅']",B0310653,38,13612,72,2019-06-24
000001658F0C5812000000016375706F795F70726572656C656173654355,莫煩_Python3 網頁爬蟲教學,"['tech_tw', 'robot_tw']","['AI人工智慧', 'Python', '爬蟲']",B0310653,3,5,69,2019-06-24
000001658F0C5812000000016375706F795F70726572656C656173654355,莫煩_Python3 網頁爬蟲教學,"['tech_tw', 'robot_tw']","['AI人工智慧', 'Python', '爬蟲']",B0310653,2,19,69,2019-06-24
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,4,40,102,2019-06-24
000001661A14B2E2000000016375706F795F70726572656C656173654355,莫煩_有趣的機器學習 新手入門聖經,['empty'],['empty'],B0310653,4,15,47,2019-06-24
00000169191E6049000000046375706F795F72656C656173654355,KUAIZERO,['tech_tw'],['empty'],6CA10149,2,0,4,2019-06-24
000001694CF469DD000000086375706F795F72656C656173654355,李宏毅_深度學習進階,"['tech_tw', 'robot_tw']",['empty'],6CA10149,3,54,4,2019-06-24
000001694CF469DD000000086375706F795F72656C656173654355,李宏毅_深度學習進階,"['tech_tw', 'robot_tw']",['empty'],6CA10149,1,52,4,2019-06-24
00000159FDCED3BF000000086375706F795F70726572656C656173654355,《追風箏的孩子》,"['Reading_tw', 'ReadNovel_tw']","['小說', '英文小說', '閱讀']",49910145,2,0,16,2019-06-25
0000015AF941E7A6000000026375706F795F72656C656173654355,Vogue 健身教室,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '瘦身', '運動']",D1010139,2,0,48,2019-06-25
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,12,163,48,2019-06-25
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,3,4,48,2019-06-25
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,2,0,16,2019-06-25
0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,5,806,58,2019-06-25
0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,3,115,58,2019-06-25
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,2,0,41,2019-06-25
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,2,4,41,2019-06-25
0000015BDE08B773000000326375706F795F72656C656173654355,一条．設計．美學,"['Hipster_tw', 'design_tw', 'interior_design_tw']","['生活方式', '美學', '設計']",F4810138,2,0,86,2019-06-25
0000015BFC5B3A2C000000026375706F795F72656C656173654355,全民瘋車Bar,"['life_tw', 'car_tw']","['汽車', '消費', '生活']",D1010139,2,11,3,2019-06-25
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,2,0,8,2019-06-25
0000015C3B1ED81B0000000A6375706F795F72656C656173654355,啾啾鞋-啾讀,"['Reading_tw', 'ReadNovel_tw']","['書籍', '說書', '閱讀']",97210140,1,0,22,2019-06-25
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,6,0,15,2019-06-25
0000015CCDC2F6D40000000C6375706F795F72656C656173654355,健身Fitting Room,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '健身', '運動']",F4810138,2,10,52,2019-06-25
000001606D62AE66000000016375706F795F72656C656173654355,頂尖人才這樣來,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'startups_tw']","['創業', '商業', '招募']",96910144,3,0,2,2019-06-25
000001623C92A4E8000000036375706F795F72656C656173654355,夯翻鼠|投資理財FQ,"['WhiteCollar_tw', 'business_tw']","['ETF', '投資教學', '理財知識']",B0310653,3,0,42,2019-06-25
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,8,27,58,2019-06-25
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,3,27,58,2019-06-25
00000162BE7534B3000000086375706F795F72656C656173654355,區塊鏈的前世今生與未來,"['tech_tw', 'BlockChain_tw']","['blockchain', '區塊鏈', '杜宏毅']",B0310653,2,73,72,2019-06-25
000001658F0C5812000000016375706F795F70726572656C656173654355,莫煩_Python3 網頁爬蟲教學,"['tech_tw', 'robot_tw']","['AI人工智慧', 'Python', '爬蟲']",B0310653,2,0,69,2019-06-25
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,2,75,102,2019-06-25
000001661A14B2E2000000016375706F795F70726572656C656173654355,莫煩_有趣的機器學習 新手入門聖經,['empty'],['empty'],B0310653,10,102,47,2019-06-25
000001661A14B2E2000000016375706F795F70726572656C656173654355,莫煩_有趣的機器學習 新手入門聖經,['empty'],['empty'],B0310653,4,326,47,2019-06-25
00000167E4306181000000026375706F795F72656C656173654355,彭彭老師_Python 入門教學 從初學到精通,"['tech_tw', 'robot_tw']",['python'],B0310653,21,123,19,2019-06-25
00000167E4306181000000026375706F795F72656C656173654355,彭彭老師_Python 入門教學 從初學到精通,"['tech_tw', 'robot_tw']",['python'],B0310653,13,3134,19,2019-06-25
0000016928E02CA2000000056375706F795F72656C656173654355,Vsauce 科普時間,"['tech_tw', 'robot_tw']",['empty'],6CA10149,2,0,13,2019-06-25
000001699E6396C0000000046375706F795F72656C656173654355,李宏毅_基礎線性代數,"['tech_tw', 'robot_tw']",['empty'],6CA10149,8,50,15,2019-06-25
000001699E6396C0000000046375706F795F72656C656173654355,李宏毅_基礎線性代數,"['tech_tw', 'robot_tw']",['empty'],6CA10149,14,68,15,2019-06-25
0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ","['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,2,1,33,2019-06-25
0000015B5FE7277C000000066375706F795F72656C656173654355,超粒方-影評,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影評', '電影', '預告片']",49910145,2,0,41,2019-06-26
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,4,0,48,2019-06-26
0000015B70D18D1C000000046375706F795F72656C656173654355,復興設計,"['Hipster_tw', 'design_tw']","['設計作品', '設計學院', '電腦繪圖']",F4810138,2,0,40,2019-06-26
0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,5,21,58,2019-06-26
0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,1,5,58,2019-06-26
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,2,0,41,2019-06-26
0000015BAF5D1AAD000000256375706F795F72656C656173654355,日本人看台灣-三原慧悟,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['文化', '旅遊', '生活']",33510142,2,0,30,2019-06-26
0000015BAF5D1AAD000000256375706F795F72656C656173654355,日本人看台灣-三原慧悟,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['文化', '旅遊', '生活']",33510142,2,3,30,2019-06-26
0000015BFC5B3A2C000000026375706F795F72656C656173654355,全民瘋車Bar,"['life_tw', 'car_tw']","['汽車', '消費', '生活']",D1010139,1,0,3,2019-06-26
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,2,0,8,2019-06-26
0000015C3B1ED81B0000000A6375706F795F72656C656173654355,啾啾鞋-啾讀,"['Reading_tw', 'ReadNovel_tw']","['書籍', '說書', '閱讀']",97210140,1,0,22,2019-06-26
0000015C47FCFD4D000000016375706F795F72656C656173654355,Taiwan Bar,['life_tw'],"['動畫', '文化', '知識']",F4810138,1,0,38,2019-06-26
0000015C49544892000000026375706F795F72656C656173654355,藝術很難嗎? Art is so easy！,['life_tw'],"['生活', '藝術', '電視節目']",F4810138,2,0,28,2019-06-26
0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,4,0,10,2019-06-26
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,4,10,15,2019-06-26
0000015CCDC2F6D40000000C6375706F795F72656C656173654355,健身Fitting Room,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '健身', '運動']",F4810138,5,683,52,2019-06-26
0000015CD0001417000000016375706F795F72656C656173654355,Mira's Garden-我的韓國生活,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['文化', '旅遊', '韓國']",D2510143,4,6,20,2019-06-26
0000015D17A83F44000000016375706F795F72656C656173654355,聽喵喵的話,"['life_tw', 'HousePet_tw']",['empty'],DEB10386,6,45,8,2019-06-26
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,4,733,58,2019-06-26
000001661A14B2E2000000016375706F795F70726572656C656173654355,莫煩_有趣的機器學習 新手入門聖經,['empty'],['empty'],B0310653,6,44,47,2019-06-26
00000167E4306181000000026375706F795F72656C656173654355,彭彭老師_Python 入門教學 從初學到精通,"['tech_tw', 'robot_tw']",['python'],B0310653,7,24,19,2019-06-26
00000167E4306181000000026375706F795F72656C656173654355,彭彭老師_Python 入門教學 從初學到精通,"['tech_tw', 'robot_tw']",['python'],B0310653,5,276,19,2019-06-26
0000016928E02CA2000000056375706F795F72656C656173654355,Vsauce 科普時間,"['tech_tw', 'robot_tw']",['empty'],6CA10149,3,9,13,2019-06-26
000001697FC08CA7000000036375706F795F72656C656173654355,李宏毅 _對抗生成網路 GAN,"['tech_tw', 'robot_tw']",['empty'],6CA10149,4,18,4,2019-06-26
000001699E6396C0000000046375706F795F72656C656173654355,李宏毅_基礎線性代數,"['tech_tw', 'robot_tw']",['empty'],6CA10149,6,66,15,2019-06-26
0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ","['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,5,43,33,2019-06-26
0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ","['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1,9,33,2019-06-26
0000015AEB48A55C000000026375706F795F72656C656173654355,鄭多燕健身操,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '健身', '運動']",33510142,2,26,21,2019-06-27
0000015AEB48A55C000000026375706F795F72656C656173654355,鄭多燕健身操,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '健身', '運動']",33510142,1,4,21,2019-06-27
0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,9,35,58,2019-06-27
0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,1,18,58,2019-06-27
0000015BAF5D1AAD000000256375706F795F72656C656173654355,日本人看台灣-三原慧悟,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['文化', '旅遊', '生活']",33510142,4,0,30,2019-06-27
0000015BD92C879D000000306375706F795F72656C656173654355,Tao's 健身教室,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['個人飲食', '健康', '健身']",D1010139,2,0,41,2019-06-27
0000015BFC5B3A2C000000026375706F795F72656C656173654355,全民瘋車Bar,"['life_tw', 'car_tw']","['汽車', '消費', '生活']",D1010139,5,167,3,2019-06-27
0000015BFC5B3A2C000000026375706F795F72656C656173654355,全民瘋車Bar,"['life_tw', 'car_tw']","['汽車', '消費', '生活']",D1010139,3,1,3,2019-06-27
0000015C832FC1C70000000A6375706F795F72656C656173654355,GO車誌,"['life_tw', 'car_tw']","['汽車', '消費', '生活情報']",97210140,2,0,0,2019-06-27
0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,2,0,10,2019-06-27
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,6,103,15,2019-06-27
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,14,48,15,2019-06-27
0000015CCDAB7A1C0000000B6375706F795F72656C656173654355,美女健身聯盟,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '健身', '運動']",D1010139,2,0,44,2019-06-27
0000015CD0001417000000016375706F795F72656C656173654355,Mira's Garden-我的韓國生活,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['文化', '旅遊', '韓國']",D2510143,2,5,20,2019-06-27
0000015D56127F76000000016375706F795F72656C656173654355,加點吉拿棒,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影視', '文化', '電影']",49910145,7,16,25,2019-06-27
