cumatrixid,cumatrixtitle,cumatrixgrpids,cumatrixtags,posterid,pvnum,visitduration,accSubscribeNum,logdate,loghour
000001623C92A4E8000000036375706F795F72656C656173654355,夯翻鼠|投資理財FQ,"['WhiteCollar_tw', 'business_tw']","['ETF', '投資教學', '理財知識']",B0310653,2,34,39,2019-07-14,22
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,8,602,85,2019-07-14,22
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,2,91,85,2019-07-14,22
000001661A14B2E2000000016375706F795F70726572656C656173654355,莫煩_有趣的機器學習 新手入門聖經,['empty'],['empty'],B0310653,2,759,34,2019-07-14,22
000001661A14B2E2000000016375706F795F70726572656C656173654355,莫煩_有趣的機器學習 新手入門聖經,['empty'],['empty'],B0310653,1,0,34,2019-07-14,22
0000015C7D88E794000000086375706F795F72656C656173654355,FUNDESIGN 瘋設計,"['Hipster_tw', 'design_tw', 'interior_design_tw']","['創意', '文創生活', '設計師']",F4810138,2,0,59,2019-07-14,23
0000015C7D88E794000000086375706F795F72656C656173654355,FUNDESIGN 瘋設計,"['Hipster_tw', 'design_tw', 'interior_design_tw']","['創意', '文創生活', '設計師']",F4810138,1,9,59,2019-07-14,23
0000015C832FC1C70000000A6375706F795F72656C656173654355,GO車誌,"['life_tw', 'car_tw']","['汽車', '消費', '生活情報']",97210140,1,0,0,2019-07-14,23
0000015B79CBA59D000000066375706F795F72656C656173654355,【Joeman九件事】網路人物誌,"['GamePlayer_tw', 'Game_tw', 'business_tw', 'GameInformation_tw', 'InternetCelebrity_tw']",['empty'],49910145,1,0,11,2019-07-15,2
00000167E4306181000000026375706F795F72656C656173654355,彭彭老師_Python 入門教學 從初學到精通,"['tech_tw', 'robot_tw']",['python'],B0310653,1,0,18,2019-07-15,2
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,2,7,85,2019-07-15,3
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,1,0,15,2019-07-15,4
0000015C8A687A98000000026375706F795F72656C656173654355,Astor 街頭時尚,"['Hedonism_tw', 'life_tw', 'beautysalon_tw']","['健康飲食', '美妝', '購物']",D2510143,2,0,28,2019-07-15,5
0000015C3B1ED81B0000000A6375706F795F72656C656173654355,啾啾鞋-啾讀,"['Reading_tw', 'ReadNovel_tw']","['書籍', '說書', '閱讀']",97210140,4,72,22,2019-07-15,6
00000162BE7534B3000000086375706F795F72656C656173654355,區塊鏈的前世今生與未來,"['tech_tw', 'BlockChain_tw']","['blockchain', '區塊鏈', '杜宏毅']",B0310653,2,24,68,2019-07-15,8
000001699E6396C0000000046375706F795F72656C656173654355,李宏毅_基礎線性代數,"['tech_tw', 'robot_tw']",['empty'],6CA10149,2,8,8,2019-07-15,8
0000015B5D970EA1000000056375706F795F72656C656173654355,電影法蘭克,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影評', '漫威漫畫', '美漫']",49910145,3,17,36,2019-07-15,11
0000015BDE08B773000000326375706F795F72656C656173654355,一条．設計．美學,"['Hipster_tw', 'design_tw', 'interior_design_tw']","['生活方式', '美學', '設計']",F4810138,1,0,83,2019-07-15,11
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,2,0,15,2019-07-15,11
00000169191E6049000000046375706F795F72656C656173654355,KUAIZERO,['tech_tw'],['empty'],6CA10149,1,0,4,2019-07-15,12
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,0,17,2019-07-15,13
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,1588,49,2019-07-15,13
0000015B5D970EA1000000056375706F795F72656C656173654355,電影法蘭克,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影評', '漫威漫畫', '美漫']",49910145,5,4,36,2019-07-15,14
0000015B5D970EA1000000056375706F795F72656C656173654355,電影法蘭克,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影評', '漫威漫畫', '美漫']",49910145,1,0,36,2019-07-15,14
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,2,17,49,2019-07-15,14
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,2,176,49,2019-07-15,14
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,4,5,49,2019-07-15,15
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,9,49,2019-07-15,15
00000162B3074DFC000000056375706F795F72656C656173654355,Stockfeel｜股感酸財經,"['WhiteCollar_tw', 'business_tw']","['投資技巧', '理財知識', '股票交易']",B0310653,3,8,30,2019-07-15,15
00000162B3074DFC000000056375706F795F72656C656173654355,Stockfeel｜股感酸財經,"['WhiteCollar_tw', 'business_tw']","['投資技巧', '理財知識', '股票交易']",B0310653,1,36,30,2019-07-15,15
000001697FC08CA7000000036375706F795F72656C656173654355,李宏毅 _對抗生成網路 GAN,"['tech_tw', 'robot_tw']",['empty'],6CA10149,2,3,2,2019-07-15,15
000001697FC08CA7000000036375706F795F72656C656173654355,李宏毅 _對抗生成網路 GAN,"['tech_tw', 'robot_tw']",['empty'],6CA10149,1,0,2,2019-07-15,15
0000015AF941E7A6000000026375706F795F72656C656173654355,Vogue 健身教室,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '瘦身', '運動']",D1010139,2,10,48,2019-07-15,16
0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,2,0,55,2019-07-15,16
0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,1,0,55,2019-07-15,16
0000015CCDC2F6D40000000C6375706F795F72656C656173654355,健身Fitting Room,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '健身', '運動']",F4810138,3,99,50,2019-07-15,16
0000015AF941E7A6000000026375706F795F72656C656173654355,Vogue 健身教室,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '瘦身', '運動']",D1010139,2,0,48,2019-07-15,17
0000015B722CA75F000000056375706F795F72656C656173654355,米娜朗讀,"['Reading_tw', '_UNDEF_', 'ReadNovel_tw']","['小說', '書籍', '閱讀']",33510142,3,238,17,2019-07-15,17
0000015C7C624FEE000000056375706F795F72656C656173654355,翔麟的遊戲實況頻道,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['遊戲', '遊戲實況', '遊戲時段']",D1010139,1,0,11,2019-07-15,17
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,2,297,49,2019-07-15,17
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,2,5,49,2019-07-15,17
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,4,33,48,2019-07-15,18
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,5,99,15,2019-07-15,18
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,1,61,15,2019-07-15,18
0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,2,9,1,2019-07-15,18
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,2,156,85,2019-07-15,18
0000016675F2D680000000026375706F795F70726572656C656173654355,莫煩＿Keras快速上手 機器學習神經網路實作,"['tech_tw', 'robot_tw']",['Keras'],B0310653,1,0,48,2019-07-15,18
0000016675F2D680000000026375706F795F70726572656C656173654355,莫煩＿Keras快速上手 機器學習神經網路實作,"['tech_tw', 'robot_tw']",['Keras'],B0310653,5,36,48,2019-07-15,18
00000168E4E001DA000000016375706F795F72656C656173654355, 李宏毅_機器學習基礎與應用,['empty'],['empty'],B0310653,5,66,23,2019-07-15,18
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,2,0,39,2019-07-15,19
0000015C7C624FEE000000056375706F795F72656C656173654355,翔麟的遊戲實況頻道,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['遊戲', '遊戲實況', '遊戲時段']",D1010139,1,0,11,2019-07-15,20
0000015BD94483BB000000316375706F795F72656C656173654355,Mii 黃小米,"['Hedonism_tw', 'life_tw', 'beautysalon_tw']","['保養', '彩妝', '旅遊']",D2510143,2,0,1,2019-07-15,21
0000015B034BD8690000000C6375706F795F72656C656173654355,NEWLIFE 健身,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '健身', '運動']",D2510143,2,0,35,2019-07-15,22
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,6,23,68,2019-07-15,22
000001606D62AE66000000016375706F795F72656C656173654355,頂尖人才這樣來,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'startups_tw']","['創業', '商業', '招募']",96910144,2,9,1,2019-07-15,22
000001606D62AE66000000016375706F795F72656C656173654355,頂尖人才這樣來,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'startups_tw']","['創業', '商業', '招募']",96910144,1,0,1,2019-07-15,22
0000015B034BD8690000000C6375706F795F72656C656173654355,NEWLIFE 健身,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '健身', '運動']",D2510143,2,38,35,2019-07-15,23
0000015D56127F76000000016375706F795F72656C656173654355,加點吉拿棒,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影視', '文化', '電影']",49910145,4,21,25,2019-07-15,23
0000015D56127F76000000016375706F795F72656C656173654355,加點吉拿棒,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影視', '文化', '電影']",49910145,2,16,25,2019-07-15,23
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,4,30,49,2019-07-16,0
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,12,444,49,2019-07-16,0
0000015C9A2A2201000000056375706F795F72656C656173654355,讀她,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']",['empty'],F7110214,4,13,46,2019-07-16,3
00000162AE60B18B000000036375706F795F72656C656173654355,投資理財入門｜拯救月光族,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['投資', '月光族', '理財', '理財入門']",B0310653,3,8,36,2019-07-16,3
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,2,0,15,2019-07-16,5
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,2,0,39,2019-07-16,9
0000015C8A687A98000000026375706F795F72656C656173654355,Astor 街頭時尚,"['Hedonism_tw', 'life_tw', 'beautysalon_tw']","['健康飲食', '美妝', '購物']",D2510143,2,0,28,2019-07-16,9
000001661A14B2E2000000016375706F795F70726572656C656173654355,莫煩_有趣的機器學習 新手入門聖經,['empty'],['empty'],B0310653,1,0,34,2019-07-16,9
0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,2,0,55,2019-07-16,10
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,2,0,8,2019-07-16,10
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,2,70,85,2019-07-16,10
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,5,1065,85,2019-07-16,10
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,2,0,16,2019-07-16,11
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,4,0,68,2019-07-16,11
0000015CCDAB7A1C0000000B6375706F795F72656C656173654355,美女健身聯盟,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '健身', '運動']",D1010139,2,0,43,2019-07-16,11
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,2,115,85,2019-07-16,11
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,2,41,85,2019-07-16,11
0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,2,0,10,2019-07-16,12
0000015C7D88E794000000086375706F795F72656C656173654355,FUNDESIGN 瘋設計,"['Hipster_tw', 'design_tw', 'interior_design_tw']","['創意', '文創生活', '設計師']",F4810138,4,54,59,2019-07-16,13
0000015C7D88E794000000086375706F795F72656C656173654355,FUNDESIGN 瘋設計,"['Hipster_tw', 'design_tw', 'interior_design_tw']","['創意', '文創生活', '設計師']",F4810138,2,17,59,2019-07-16,13
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,3,17,85,2019-07-16,13
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,1,9,85,2019-07-16,13
0000016675F2D680000000026375706F795F70726572656C656173654355,莫煩＿Keras快速上手 機器學習神經網路實作,"['tech_tw', 'robot_tw']",['Keras'],B0310653,3,9,48,2019-07-16,13
0000016675F2D680000000026375706F795F70726572656C656173654355,莫煩＿Keras快速上手 機器學習神經網路實作,"['tech_tw', 'robot_tw']",['Keras'],B0310653,1,5,48,2019-07-16,13
00000167E4306181000000026375706F795F72656C656173654355,彭彭老師_Python 入門教學 從初學到精通,"['tech_tw', 'robot_tw']",['python'],B0310653,2,4,18,2019-07-16,13
00000167E4306181000000026375706F795F72656C656173654355,彭彭老師_Python 入門教學 從初學到精通,"['tech_tw', 'robot_tw']",['python'],B0310653,1,46,18,2019-07-16,13
00000168EB35DA05000000026375706F795F72656C656173654355,李宏毅_第一堂深度學習課,"['tech_tw', 'robot_tw']",['empty'],B0310653,3,12,0,2019-07-16,13
00000168EB35DA05000000026375706F795F72656C656173654355,李宏毅_第一堂深度學習課,"['tech_tw', 'robot_tw']",['empty'],B0310653,1,2,0,2019-07-16,13
00000168FF4AF517000000036375706F795F72656C656173654355,林軒田_機器學習技法 Machine Learning Techniques,"['tech_tw', 'robot_tw']",['機器學習'],B0310653,4,15,28,2019-07-16,13
00000168FF4AF517000000036375706F795F72656C656173654355,林軒田_機器學習技法 Machine Learning Techniques,"['tech_tw', 'robot_tw']",['機器學習'],B0310653,1,3,28,2019-07-16,13
0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,4,0,10,2019-07-16,14
00000167E4306181000000026375706F795F72656C656173654355,彭彭老師_Python 入門教學 從初學到精通,"['tech_tw', 'robot_tw']",['python'],B0310653,3,16,18,2019-07-16,14
00000167E4306181000000026375706F795F72656C656173654355,彭彭老師_Python 入門教學 從初學到精通,"['tech_tw', 'robot_tw']",['python'],B0310653,1,18,18,2019-07-16,14
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,2,0,15,2019-07-16,15
000001606D62AE66000000016375706F795F72656C656173654355,頂尖人才這樣來,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'startups_tw']","['創業', '商業', '招募']",96910144,2,0,1,2019-07-16,15
0000015AF941E7A6000000026375706F795F72656C656173654355,Vogue 健身教室,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '瘦身', '運動']",D1010139,2,0,48,2019-07-16,16
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,2,0,48,2019-07-16,16
0000015B80930E980000000D6375706F795F72656C656173654355,盜墓筆記,"['Reading_tw', '_UNDEF_', 'ReadNovel_tw']","['懸疑小說', '盜墓筆記', '閱讀']",49910145,3,3,14,2019-07-16,16
0000015BFC5B3A2C000000026375706F795F72656C656173654355,全民瘋車Bar,"['life_tw', 'car_tw']","['汽車', '消費', '生活']",D1010139,1,1,3,2019-07-16,16
000001623C92A4E8000000036375706F795F72656C656173654355,夯翻鼠|投資理財FQ,"['WhiteCollar_tw', 'business_tw']","['ETF', '投資教學', '理財知識']",B0310653,2,0,39,2019-07-16,16
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,2,30,49,2019-07-16,16
00000168FF4AF517000000036375706F795F72656C656173654355,林軒田_機器學習技法 Machine Learning Techniques,"['tech_tw', 'robot_tw']",['機器學習'],B0310653,3,14,28,2019-07-16,16
00000168FF4AF517000000036375706F795F72656C656173654355,林軒田_機器學習技法 Machine Learning Techniques,"['tech_tw', 'robot_tw']",['機器學習'],B0310653,1,6,28,2019-07-16,16
0000015C8A687A98000000026375706F795F72656C656173654355,Astor 街頭時尚,"['Hedonism_tw', 'life_tw', 'beautysalon_tw']","['健康飲食', '美妝', '購物']",D2510143,2,0,28,2019-07-16,17
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,"['tech_tw', 'robot_tw']",['python'],B0310653,3,238,85,2019-07-16,17
0000015BFC5B3A2C000000026375706F795F72656C656173654355,全民瘋車Bar,"['life_tw', 'car_tw']","['汽車', '消費', '生活']",D1010139,2,0,3,2019-07-16,18
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,2,0,8,2019-07-16,18
00000169191E6049000000046375706F795F72656C656173654355,KUAIZERO,['tech_tw'],['empty'],6CA10149,2,0,4,2019-07-16,18
