assistid,pvnum,visitduration,logdate,loghour
ai_tw,1,13,2019-07-10,1
ai_tw,3,19,2019-07-10,2
ai_tw,11,288,2019-07-10,4
ai_tw,7,986,2019-07-10,7
ai_tw,21,2219,2019-07-10,8
ai_tw,34,3739,2019-07-10,9
ai_tw,22,3597,2019-07-10,10
ai_tw,17,1146,2019-07-10,11
ai_tw,22,2103,2019-07-10,12
ai_tw,49,1687,2019-07-10,13
ai_tw,16,3653,2019-07-10,14
ai_tw,41,6879,2019-07-10,15
ai_tw,23,5375,2019-07-10,16
ai_tw,60,5357,2019-07-10,17
ai_tw,35,264,2019-07-10,18
ai_tw,30,2215,2019-07-10,19
ai_tw,17,3541,2019-07-10,20
ai_tw,22,3147,2019-07-10,21
ai_tw,34,3027,2019-07-10,22
ai_tw,14,507,2019-07-10,23
ai_tw,66,2365,2019-07-11,0
ai_tw,11,2820,2019-07-11,1
ai_tw,6,1423,2019-07-11,2
ai_tw,5,376,2019-07-11,6
ai_tw,12,950,2019-07-11,8
ai_tw,18,1847,2019-07-11,9
ai_tw,8,1673,2019-07-11,10
ai_tw,17,484,2019-07-11,11
ai_tw,14,632,2019-07-11,12
ai_tw,12,1959,2019-07-11,13
ai_tw,13,4026,2019-07-11,14
ai_tw,23,866,2019-07-11,15
ai_tw,30,4016,2019-07-11,16
ai_tw,35,2498,2019-07-11,17
ai_tw,41,758,2019-07-11,18
ai_tw,40,3376,2019-07-11,19
ai_tw,22,2132,2019-07-11,20
ai_tw,12,1970,2019-07-11,21
ai_tw,34,3674,2019-07-11,22
ai_tw,34,1311,2019-07-11,23
ai_tw,6,540,2019-07-12,0
ai_tw,17,1462,2019-07-12,1
ai_tw,4,1178,2019-07-12,2
ai_tw,1,1278,2019-07-12,4
ai_tw,1,0,2019-07-12,6
ai_tw,12,319,2019-07-12,7
ai_tw,2,5,2019-07-12,8
ai_tw,52,3842,2019-07-12,9
ai_tw,25,4173,2019-07-12,10
ai_tw,63,8344,2019-07-12,11
ai_tw,96,3848,2019-07-12,12
ai_tw,12,1892,2019-07-12,13
ai_tw,21,2810,2019-07-12,14
ai_tw,49,6050,2019-07-12,15
ai_tw,63,5560,2019-07-12,16
ai_tw,56,5707,2019-07-12,17
ai_tw,38,2664,2019-07-12,18
ai_tw,8,81,2019-07-12,19
ai_tw,10,547,2019-07-12,20
ai_tw,17,1930,2019-07-12,21
ai_tw,14,1742,2019-07-12,22
ai_tw,8,951,2019-07-12,23
ai_tw,18,2254,2019-07-13,0
ai_tw,84,3668,2019-07-13,1
ai_tw,36,1771,2019-07-13,2
ai_tw,3,306,2019-07-13,3
ai_tw,1,23,2019-07-13,5
ai_tw,12,111,2019-07-13,6
ai_tw,12,893,2019-07-13,7
ai_tw,5,70,2019-07-13,8
ai_tw,4,821,2019-07-13,9
ai_tw,30,2371,2019-07-13,10
ai_tw,38,3253,2019-07-13,11
ai_tw,15,3143,2019-07-13,12
ai_tw,18,2281,2019-07-13,13
ai_tw,18,1783,2019-07-13,14
ai_tw,20,4893,2019-07-13,15
ai_tw,22,2814,2019-07-13,16
ai_tw,36,5165,2019-07-13,17
ai_tw,11,1460,2019-07-13,18
ai_tw,9,1926,2019-07-13,19
ai_tw,38,2243,2019-07-13,20
ai_tw,20,4715,2019-07-13,21
ai_tw,23,2623,2019-07-13,22
ai_tw,12,2908,2019-07-13,23
