interestAffinityCategory,vistornum,sessionnum,logdate
Travel/Business Travelers,82,128,2019-07-19
Travel/Travel Buffs,46,67,2019-07-19
Vehicles & Transportation/Auto Enthusiasts,49,68,2019-07-19
Banking & Finance/Avid Investors,48,98,2019-07-20
Beauty & Wellness/Beauty Mavens,19,25,2019-07-20
Beauty & Wellness/Frequently Visits Salons,62,108,2019-07-20
Food & Dining/Coffee Shop Regulars,48,83,2019-07-20
Food & Dining/Cooking Enthusiasts,31,54,2019-07-20
Food & Dining/Cooking Enthusiasts/30 Minute Chefs,21,40,2019-07-20
Food & Dining/Cooking Enthusiasts/Aspiring Chefs,21,40,2019-07-20
Food & Dining/Fast Food Cravers,47,75,2019-07-20
Food & Dining/Foodies,41,67,2019-07-20
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Breakfast Out,22,36,2019-07-20
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,42,72,2019-07-20
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Lunch Out,55,90,2019-07-20
Home & Garden/Do-It-Yourselfers,53,87,2019-07-20
Home & Garden/Home Decor Enthusiasts,16,21,2019-07-20
Lifestyles & Hobbies/Art & Theater Aficionados,62,123,2019-07-20
Lifestyles & Hobbies/Business Professionals,75,132,2019-07-20
Lifestyles & Hobbies/Family-Focused,13,26,2019-07-20
Lifestyles & Hobbies/Fashionistas,26,39,2019-07-20
Lifestyles & Hobbies/Frequently Attends Live Events,50,85,2019-07-20
Lifestyles & Hobbies/Green Living Enthusiasts,67,128,2019-07-20
Lifestyles & Hobbies/Nightlife Enthusiasts,45,81,2019-07-20
Lifestyles & Hobbies/Outdoor Enthusiasts,67,120,2019-07-20
Lifestyles & Hobbies/Pet Lovers,14,19,2019-07-20
Lifestyles & Hobbies/Shutterbugs,61,108,2019-07-20
Lifestyles & Hobbies/Thrill Seekers,26,50,2019-07-20
Media & Entertainment/Book Lovers,27,62,2019-07-20
Media & Entertainment/Comics & Animation Fans,49,83,2019-07-20
Media & Entertainment/Gamers,51,92,2019-07-20
Media & Entertainment/Gamers/Action Game Fans,23,42,2019-07-20
Media & Entertainment/Gamers/Adventure & Strategy Game Fans,20,38,2019-07-20
Media & Entertainment/Gamers/Casual & Social Gamers,20,40,2019-07-20
Media & Entertainment/Gamers/Hardcore Gamers,41,74,2019-07-20
Media & Entertainment/Gamers/Roleplaying Game Fans,35,64,2019-07-20
Media & Entertainment/Light TV Viewers,49,94,2019-07-20
Media & Entertainment/Movie Lovers,81,150,2019-07-20
Media & Entertainment/Movie Lovers/Action & Adventure Movie Fans,18,40,2019-07-20
Media & Entertainment/Movie Lovers/Family Movie Fans,14,32,2019-07-20
Media & Entertainment/Movie Lovers/Romance & Drama Movie Fans,11,19,2019-07-20
Media & Entertainment/Movie Lovers/Sci-Fi & Fantasy Movie Fans,16,37,2019-07-20
Media & Entertainment/Music Lovers,83,133,2019-07-20
Media & Entertainment/Music Lovers/Classical Music Enthusiasts,10,19,2019-07-20
Media & Entertainment/Music Lovers/Electronic Dance Music Fans,15,25,2019-07-20
Media & Entertainment/Music Lovers/Pop Music Fans,40,59,2019-07-20
Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,20,31,2019-07-20
Media & Entertainment/Music Lovers/Rock Music Fans,11,20,2019-07-20
Media & Entertainment/Music Lovers/World Music Fans,41,60,2019-07-20
Media & Entertainment/TV Lovers,27,43,2019-07-20
"Media & Entertainment/TV Lovers/Game, Reality & Talk Show Fans",14,23,2019-07-20
Media & Entertainment/TV Lovers/TV Drama Fans,17,28,2019-07-20
News & Politics/Avid News Readers,39,72,2019-07-20
News & Politics/Avid News Readers/Avid Business News Readers,17,29,2019-07-20
News & Politics/Avid News Readers/Avid Political News Readers,58,115,2019-07-20
News & Politics/Avid News Readers/Entertainment News Enthusiasts,15,27,2019-07-20
Shoppers/Bargain Hunters,18,25,2019-07-20
Shoppers/Luxury Shoppers,80,129,2019-07-20
Shoppers/Shopaholics,29,39,2019-07-20
Shoppers/Shoppers by Store Type/Convenience Store Shoppers,19,28,2019-07-20
Shoppers/Shoppers by Store Type/Department Store Shoppers,31,52,2019-07-20
Shoppers/Value Shoppers,83,135,2019-07-20
Sports & Fitness/Health & Fitness Buffs,87,162,2019-07-20
Sports & Fitness/Sports Fans,79,138,2019-07-20
Sports & Fitness/Sports Fans/Baseball Fans,11,19,2019-07-20
Sports & Fitness/Sports Fans/Basketball Fans,14,25,2019-07-20
Technology/Mobile Enthusiasts,48,86,2019-07-20
Technology/Social Media Enthusiasts,12,14,2019-07-20
Technology/Technophiles,88,148,2019-07-20
Travel/Business Travelers,69,133,2019-07-20
Travel/Travel Buffs,52,88,2019-07-20
Vehicles & Transportation/Auto Enthusiasts,46,77,2019-07-20
