interestAffinityCategory,vistornum,sessionnum,logdate
Food & Dining/Cooking Enthusiasts/30 Minute Chefs,50,72,2019-08-23
Food & Dining/Cooking Enthusiasts/Aspiring Chefs,18,23,2019-08-23
Food & Dining/Fast Food Cravers,53,81,2019-08-23
Food & Dining/Foodies,30,39,2019-08-23
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Breakfast Out,23,32,2019-08-23
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,61,86,2019-08-23
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Lunch Out,66,96,2019-08-23
Home & Garden/Do-It-Yourselfers,101,148,2019-08-23
Home & Garden/Home Decor Enthusiasts,19,23,2019-08-23
Lifestyles & Hobbies/Art & Theater Aficionados,27,38,2019-08-23
Lifestyles & Hobbies/Business Professionals,60,83,2019-08-23
Lifestyles & Hobbies/Family-Focused,28,35,2019-08-23
Lifestyles & Hobbies/Fashionistas,26,33,2019-08-23
Lifestyles & Hobbies/Frequently Attends Live Events,49,68,2019-08-23
Lifestyles & Hobbies/Green Living Enthusiasts,67,91,2019-08-23
Lifestyles & Hobbies/Nightlife Enthusiasts,54,74,2019-08-23
Lifestyles & Hobbies/Outdoor Enthusiasts,82,122,2019-08-23
Lifestyles & Hobbies/Pet Lovers,28,42,2019-08-23
Lifestyles & Hobbies/Shutterbugs,67,98,2019-08-23
Lifestyles & Hobbies/Thrill Seekers,45,72,2019-08-23
Media & Entertainment/Book Lovers,31,38,2019-08-23
Media & Entertainment/Comics & Animation Fans,77,102,2019-08-23
Media & Entertainment/Gamers,65,102,2019-08-23
Media & Entertainment/Gamers/Action Game Fans,28,41,2019-08-23
Media & Entertainment/Gamers/Adventure & Strategy Game Fans,38,50,2019-08-23
Media & Entertainment/Gamers/Casual & Social Gamers,18,25,2019-08-23
Media & Entertainment/Gamers/Hardcore Gamers,53,75,2019-08-23
Media & Entertainment/Gamers/Roleplaying Game Fans,42,58,2019-08-23
Media & Entertainment/Gamers/Shooter Game Fans,10,10,2019-08-23
Media & Entertainment/Light TV Viewers,68,100,2019-08-23
Media & Entertainment/Movie Lovers,110,167,2019-08-23
Media & Entertainment/Movie Lovers/Action & Adventure Movie Fans,25,36,2019-08-23
Media & Entertainment/Movie Lovers/Family Movie Fans,15,23,2019-08-23
Media & Entertainment/Movie Lovers/Romance & Drama Movie Fans,17,23,2019-08-23
Media & Entertainment/Movie Lovers/Sci-Fi & Fantasy Movie Fans,17,23,2019-08-23
Media & Entertainment/Music Lovers,77,114,2019-08-23
Media & Entertainment/Music Lovers/Electronic Dance Music Fans,11,13,2019-08-23
Media & Entertainment/Music Lovers/Pop Music Fans,31,41,2019-08-23
Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,20,28,2019-08-23
Media & Entertainment/Music Lovers/World Music Fans,36,46,2019-08-23
Media & Entertainment/TV Lovers,26,37,2019-08-23
"Media & Entertainment/TV Lovers/Game, Reality & Talk Show Fans",11,13,2019-08-23
Media & Entertainment/TV Lovers/TV Drama Fans,13,17,2019-08-23
News & Politics/Avid News Readers,46,67,2019-08-23
News & Politics/Avid News Readers/Avid Business News Readers,25,30,2019-08-23
News & Politics/Avid News Readers/Avid Political News Readers,12,19,2019-08-23
News & Politics/Avid News Readers/Entertainment News Enthusiasts,22,31,2019-08-23
Shoppers/Bargain Hunters,15,24,2019-08-23
Shoppers/Luxury Shoppers,54,86,2019-08-23
Shoppers/Shopaholics,28,40,2019-08-23
Shoppers/Shoppers by Store Type/Convenience Store Shoppers,36,61,2019-08-23
Shoppers/Shoppers by Store Type/Department Store Shoppers,35,52,2019-08-23
Shoppers/Value Shoppers,102,153,2019-08-23
Sports & Fitness/Health & Fitness Buffs,77,102,2019-08-23
Sports & Fitness/Sports Fans,88,127,2019-08-23
Sports & Fitness/Sports Fans/Baseball Fans,24,25,2019-08-23
Sports & Fitness/Sports Fans/Basketball Fans,22,24,2019-08-23
Sports & Fitness/Sports Fans/Cycling Enthusiasts,14,16,2019-08-23
Sports & Fitness/Sports Fans/Soccer Fans,10,11,2019-08-23
Technology/Mobile Enthusiasts,91,123,2019-08-23
Technology/Social Media Enthusiasts,11,12,2019-08-23
Technology/Technophiles,121,192,2019-08-23
Travel/Business Travelers,85,129,2019-08-23
Travel/Travel Buffs,46,62,2019-08-23
Vehicles & Transportation/Auto Enthusiasts,73,117,2019-08-23
Banking & Finance/Avid Investors,32,56,2019-08-24
Beauty & Wellness/Beauty Mavens,24,34,2019-08-24
Beauty & Wellness/Frequently Visits Salons,71,110,2019-08-24
Food & Dining/Coffee Shop Regulars,40,69,2019-08-24
Food & Dining/Cooking Enthusiasts,36,53,2019-08-24
Food & Dining/Cooking Enthusiasts/30 Minute Chefs,47,72,2019-08-24
Food & Dining/Cooking Enthusiasts/Aspiring Chefs,25,34,2019-08-24
Food & Dining/Fast Food Cravers,56,84,2019-08-24
Food & Dining/Foodies,31,43,2019-08-24
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Breakfast Out,24,41,2019-08-24
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,50,83,2019-08-24
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Lunch Out,53,94,2019-08-24
Home & Garden/Do-It-Yourselfers,72,122,2019-08-24
Home & Garden/Home Decor Enthusiasts,21,28,2019-08-24
Lifestyles & Hobbies/Art & Theater Aficionados,39,52,2019-08-24
Lifestyles & Hobbies/Business Professionals,46,75,2019-08-24
Lifestyles & Hobbies/Family-Focused,31,44,2019-08-24
Lifestyles & Hobbies/Fashionistas,36,47,2019-08-24
Lifestyles & Hobbies/Frequently Attends Live Events,61,87,2019-08-24
Lifestyles & Hobbies/Green Living Enthusiasts,72,111,2019-08-24
Lifestyles & Hobbies/Nightlife Enthusiasts,46,71,2019-08-24
Lifestyles & Hobbies/Outdoor Enthusiasts,67,103,2019-08-24
Lifestyles & Hobbies/Pet Lovers,36,51,2019-08-24
Lifestyles & Hobbies/Shutterbugs,59,85,2019-08-24
Lifestyles & Hobbies/Thrill Seekers,29,45,2019-08-24
Media & Entertainment/Book Lovers,34,56,2019-08-24
Media & Entertainment/Comics & Animation Fans,68,106,2019-08-24
Media & Entertainment/Gamers,53,91,2019-08-24
Media & Entertainment/Gamers/Action Game Fans,24,37,2019-08-24
Media & Entertainment/Gamers/Adventure & Strategy Game Fans,30,48,2019-08-24
Media & Entertainment/Gamers/Casual & Social Gamers,20,35,2019-08-24
Media & Entertainment/Gamers/Hardcore Gamers,44,76,2019-08-24
Media & Entertainment/Gamers/Roleplaying Game Fans,35,61,2019-08-24
Media & Entertainment/Light TV Viewers,59,103,2019-08-24
Media & Entertainment/Movie Lovers,93,163,2019-08-24
Media & Entertainment/Movie Lovers/Action & Adventure Movie Fans,10,11,2019-08-24
Media & Entertainment/Movie Lovers/Family Movie Fans,12,17,2019-08-24
Media & Entertainment/Movie Lovers/Romance & Drama Movie Fans,11,18,2019-08-24
Media & Entertainment/Music Lovers,82,118,2019-08-24
Media & Entertainment/Music Lovers/Electronic Dance Music Fans,19,25,2019-08-24
Media & Entertainment/Music Lovers/Pop Music Fans,36,49,2019-08-24
Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,23,35,2019-08-24
Media & Entertainment/Music Lovers/Rock Music Fans,11,13,2019-08-24
Media & Entertainment/Music Lovers/World Music Fans,38,54,2019-08-24
Media & Entertainment/TV Lovers,23,33,2019-08-24
News & Politics/Avid News Readers,37,50,2019-08-24
News & Politics/Avid News Readers/Avid Business News Readers,19,30,2019-08-24
News & Politics/Avid News Readers/Avid Political News Readers,11,15,2019-08-24
News & Politics/Avid News Readers/Entertainment News Enthusiasts,17,24,2019-08-24
Shoppers/Bargain Hunters,15,22,2019-08-24
Shoppers/Luxury Shoppers,48,74,2019-08-24
Shoppers/Shopaholics,38,54,2019-08-24
Shoppers/Shoppers by Store Type/Convenience Store Shoppers,32,54,2019-08-24
Shoppers/Shoppers by Store Type/Department Store Shoppers,42,61,2019-08-24
Shoppers/Value Shoppers,92,154,2019-08-24
Sports & Fitness/Health & Fitness Buffs,48,81,2019-08-24
Sports & Fitness/Sports Fans,68,106,2019-08-24
Sports & Fitness/Sports Fans/Baseball Fans,18,28,2019-08-24
Sports & Fitness/Sports Fans/Basketball Fans,14,27,2019-08-24
Technology/Mobile Enthusiasts,67,101,2019-08-24
Technology/Social Media Enthusiasts,11,19,2019-08-24
Technology/Technophiles,99,169,2019-08-24
Travel/Business Travelers,68,111,2019-08-24
Travel/Travel Buffs,37,46,2019-08-24
Vehicles & Transportation/Auto Enthusiasts,57,86,2019-08-24
Banking & Finance/Avid Investors,63,106,2019-08-25
Beauty & Wellness/Beauty Mavens,25,35,2019-08-25
Beauty & Wellness/Frequently Visits Salons,112,203,2019-08-25
Food & Dining/Coffee Shop Regulars,70,127,2019-08-25
Food & Dining/Cooking Enthusiasts,66,92,2019-08-25
Food & Dining/Cooking Enthusiasts/30 Minute Chefs,75,133,2019-08-25
Food & Dining/Cooking Enthusiasts/Aspiring Chefs,31,46,2019-08-25
Food & Dining/Fast Food Cravers,70,104,2019-08-25
Food & Dining/Foodies,34,51,2019-08-25
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Breakfast Out,47,94,2019-08-25
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,74,136,2019-08-25
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Lunch Out,79,144,2019-08-25
Home & Garden/Do-It-Yourselfers,123,207,2019-08-25
Home & Garden/Home Decor Enthusiasts,25,51,2019-08-25
Lifestyles & Hobbies/Art & Theater Aficionados,46,84,2019-08-25
Lifestyles & Hobbies/Business Professionals,76,127,2019-08-25
Lifestyles & Hobbies/Family-Focused,39,73,2019-08-25
Lifestyles & Hobbies/Fashionistas,46,77,2019-08-25
Lifestyles & Hobbies/Frequently Attends Live Events,73,132,2019-08-25
Lifestyles & Hobbies/Green Living Enthusiasts,100,175,2019-08-25
Lifestyles & Hobbies/Nightlife Enthusiasts,87,153,2019-08-25
Lifestyles & Hobbies/Outdoor Enthusiasts,121,201,2019-08-25
Lifestyles & Hobbies/Pet Lovers,42,77,2019-08-25
Lifestyles & Hobbies/Shutterbugs,75,137,2019-08-25
Lifestyles & Hobbies/Thrill Seekers,68,113,2019-08-25
Media & Entertainment/Book Lovers,43,74,2019-08-25
Media & Entertainment/Comics & Animation Fans,114,194,2019-08-25
Media & Entertainment/Gamers,94,156,2019-08-25
Media & Entertainment/Gamers/Action Game Fans,41,72,2019-08-25
Media & Entertainment/Gamers/Adventure & Strategy Game Fans,45,79,2019-08-25
Media & Entertainment/Gamers/Casual & Social Gamers,33,58,2019-08-25
Media & Entertainment/Gamers/Driving & Racing Game Fans,10,19,2019-08-25
Media & Entertainment/Gamers/Hardcore Gamers,71,124,2019-08-25
Media & Entertainment/Gamers/Roleplaying Game Fans,63,112,2019-08-25
Media & Entertainment/Gamers/Shooter Game Fans,14,19,2019-08-25
Media & Entertainment/Light TV Viewers,95,142,2019-08-25
Media & Entertainment/Movie Lovers,147,255,2019-08-25
Media & Entertainment/Movie Lovers/Action & Adventure Movie Fans,38,60,2019-08-25
Media & Entertainment/Movie Lovers/Comedy Movie Fans,14,28,2019-08-25
Media & Entertainment/Movie Lovers/Family Movie Fans,26,54,2019-08-25
Media & Entertainment/Movie Lovers/Horror Movie Fans,15,25,2019-08-25
Media & Entertainment/Movie Lovers/Romance & Drama Movie Fans,23,39,2019-08-25
Media & Entertainment/Movie Lovers/Sci-Fi & Fantasy Movie Fans,22,43,2019-08-25
Media & Entertainment/Music Lovers,116,186,2019-08-25
Media & Entertainment/Music Lovers/Electronic Dance Music Fans,25,46,2019-08-25
Media & Entertainment/Music Lovers/Indie & Alternative Rock Fans,12,16,2019-08-25
Media & Entertainment/Music Lovers/Pop Music Fans,59,98,2019-08-25
Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,38,71,2019-08-25
Media & Entertainment/Music Lovers/Rock Music Fans,17,25,2019-08-25
Media & Entertainment/Music Lovers/World Music Fans,65,107,2019-08-25
Media & Entertainment/TV Lovers,31,53,2019-08-25
"Media & Entertainment/TV Lovers/Game, Reality & Talk Show Fans",10,20,2019-08-25
Media & Entertainment/TV Lovers/TV Drama Fans,14,24,2019-08-25
News & Politics/Avid News Readers,64,97,2019-08-25
News & Politics/Avid News Readers/Avid Business News Readers,36,54,2019-08-25
News & Politics/Avid News Readers/Avid Political News Readers,21,27,2019-08-25
News & Politics/Avid News Readers/Entertainment News Enthusiasts,27,45,2019-08-25
Shoppers/Bargain Hunters,26,41,2019-08-25
Shoppers/Luxury Shoppers,73,125,2019-08-25
Shoppers/Shopaholics,36,60,2019-08-25
Shoppers/Shoppers by Store Type/Convenience Store Shoppers,46,81,2019-08-25
Shoppers/Shoppers by Store Type/Department Store Shoppers,59,106,2019-08-25
Shoppers/Value Shoppers,135,234,2019-08-25
Sports & Fitness/Health & Fitness Buffs,93,163,2019-08-25
Sports & Fitness/Sports Fans,135,234,2019-08-25
Sports & Fitness/Sports Fans/Baseball Fans,38,68,2019-08-25
Sports & Fitness/Sports Fans/Basketball Fans,39,74,2019-08-25
Sports & Fitness/Sports Fans/Cycling Enthusiasts,14,30,2019-08-25
Sports & Fitness/Sports Fans/Fight & Wrestling Fans,16,38,2019-08-25
Sports & Fitness/Sports Fans/Racquetball Enthusiasts,15,26,2019-08-25
Sports & Fitness/Sports Fans/Soccer Fans,17,25,2019-08-25
Technology/Mobile Enthusiasts,106,169,2019-08-25
Technology/Social Media Enthusiasts,27,41,2019-08-25
Technology/Technophiles,162,266,2019-08-25
Travel/Business Travelers,105,185,2019-08-25
Travel/Travel Buffs,60,99,2019-08-25
Travel/Travel Buffs/Beachbound Travelers,11,18,2019-08-25
Travel/Travel Buffs/Luxury Travelers,11,12,2019-08-25
Vehicles & Transportation/Auto Enthusiasts,93,158,2019-08-25
Vehicles & Transportation/Auto Enthusiasts/Motorcycle Enthusiasts,10,11,2019-08-25
Banking & Finance/Avid Investors,137,224,2019-08-26
Beauty & Wellness/Beauty Mavens,85,129,2019-08-26
Beauty & Wellness/Frequently Visits Salons,245,409,2019-08-26
Food & Dining/Coffee Shop Regulars,132,235,2019-08-26
Food & Dining/Cooking Enthusiasts,135,237,2019-08-26
Food & Dining/Cooking Enthusiasts/30 Minute Chefs,168,281,2019-08-26
Food & Dining/Cooking Enthusiasts/Aspiring Chefs,66,107,2019-08-26
Food & Dining/Fast Food Cravers,141,246,2019-08-26
Food & Dining/Foodies,105,162,2019-08-26
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Breakfast Out,60,117,2019-08-26
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,174,309,2019-08-26
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Lunch Out,193,323,2019-08-26
Home & Garden/Do-It-Yourselfers,283,497,2019-08-26
Home & Garden/Home Decor Enthusiasts,65,109,2019-08-26
Lifestyles & Hobbies/Art & Theater Aficionados,106,186,2019-08-26
Lifestyles & Hobbies/Business Professionals,195,318,2019-08-26
Lifestyles & Hobbies/Family-Focused,89,151,2019-08-26
Lifestyles & Hobbies/Fashionistas,116,193,2019-08-26
Lifestyles & Hobbies/Frequently Attends Live Events,159,273,2019-08-26
Lifestyles & Hobbies/Green Living Enthusiasts,221,374,2019-08-26
Lifestyles & Hobbies/Nightlife Enthusiasts,172,302,2019-08-26
Lifestyles & Hobbies/Outdoor Enthusiasts,255,459,2019-08-26
Lifestyles & Hobbies/Pet Lovers,93,176,2019-08-26
Lifestyles & Hobbies/Shutterbugs,197,335,2019-08-26
Lifestyles & Hobbies/Thrill Seekers,109,208,2019-08-26
Media & Entertainment/Book Lovers,95,151,2019-08-26
Media & Entertainment/Comics & Animation Fans,240,443,2019-08-26
Media & Entertainment/Gamers,173,338,2019-08-26
Media & Entertainment/Gamers/Action Game Fans,75,139,2019-08-26
Media & Entertainment/Gamers/Adventure & Strategy Game Fans,85,160,2019-08-26
Media & Entertainment/Gamers/Casual & Social Gamers,57,106,2019-08-26
Media & Entertainment/Gamers/Driving & Racing Game Fans,12,24,2019-08-26
Media & Entertainment/Gamers/Hardcore Gamers,136,263,2019-08-26
Media & Entertainment/Gamers/Roleplaying Game Fans,109,204,2019-08-26
Media & Entertainment/Gamers/Shooter Game Fans,29,49,2019-08-26
Media & Entertainment/Light TV Viewers,202,353,2019-08-26
Media & Entertainment/Movie Lovers,311,559,2019-08-26
Media & Entertainment/Movie Lovers/Action & Adventure Movie Fans,75,137,2019-08-26
Media & Entertainment/Movie Lovers/Comedy Movie Fans,19,39,2019-08-26
Media & Entertainment/Movie Lovers/Family Movie Fans,38,72,2019-08-26
Media & Entertainment/Movie Lovers/Horror Movie Fans,20,31,2019-08-26
Media & Entertainment/Movie Lovers/Romance & Drama Movie Fans,35,74,2019-08-26
Media & Entertainment/Movie Lovers/Sci-Fi & Fantasy Movie Fans,49,85,2019-08-26
Media & Entertainment/Music Lovers,246,432,2019-08-26
Media & Entertainment/Music Lovers/Classical Music Enthusiasts,14,34,2019-08-26
Media & Entertainment/Music Lovers/Country Music Fans,11,24,2019-08-26
Media & Entertainment/Music Lovers/Electronic Dance Music Fans,45,86,2019-08-26
Media & Entertainment/Music Lovers/Indie & Alternative Rock Fans,25,43,2019-08-26
Media & Entertainment/Music Lovers/Pop Music Fans,121,215,2019-08-26
Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,75,136,2019-08-26
Media & Entertainment/Music Lovers/Rock Music Fans,30,61,2019-08-26
Media & Entertainment/Music Lovers/Spanish-Language Music Fans,13,32,2019-08-26
Media & Entertainment/Music Lovers/World Music Fans,125,226,2019-08-26
Media & Entertainment/TV Lovers,85,159,2019-08-26
"Media & Entertainment/TV Lovers/Game, Reality & Talk Show Fans",25,51,2019-08-26
Media & Entertainment/TV Lovers/TV Drama Fans,35,68,2019-08-26
News & Politics/Avid News Readers,144,234,2019-08-26
News & Politics/Avid News Readers/Avid Business News Readers,84,146,2019-08-26
News & Politics/Avid News Readers/Avid Political News Readers,44,61,2019-08-26
News & Politics/Avid News Readers/Entertainment News Enthusiasts,77,128,2019-08-26
Shoppers/Bargain Hunters,63,113,2019-08-26
Shoppers/Luxury Shoppers,169,301,2019-08-26
Shoppers/Shopaholics,105,170,2019-08-26
Shoppers/Shoppers by Store Type/Convenience Store Shoppers,105,195,2019-08-26
Shoppers/Shoppers by Store Type/Department Store Shoppers,127,218,2019-08-26
Shoppers/Value Shoppers,321,548,2019-08-26
Sports & Fitness/Health & Fitness Buffs,197,341,2019-08-26
Sports & Fitness/Sports Fans,232,433,2019-08-26
Sports & Fitness/Sports Fans/Baseball Fans,71,141,2019-08-26
Sports & Fitness/Sports Fans/Basketball Fans,63,127,2019-08-26
Sports & Fitness/Sports Fans/Cycling Enthusiasts,24,49,2019-08-26
Sports & Fitness/Sports Fans/Fight & Wrestling Fans,14,25,2019-08-26
Sports & Fitness/Sports Fans/Racquetball Enthusiasts,24,41,2019-08-26
Sports & Fitness/Sports Fans/Running Enthusiasts,21,34,2019-08-26
Sports & Fitness/Sports Fans/Soccer Fans,31,50,2019-08-26
Technology/Mobile Enthusiasts,252,442,2019-08-26
Technology/Social Media Enthusiasts,44,75,2019-08-26
Technology/Technophiles,368,658,2019-08-26
Travel/Business Travelers,245,413,2019-08-26
Travel/Travel Buffs,129,220,2019-08-26
Travel/Travel Buffs/Beachbound Travelers,28,49,2019-08-26
Travel/Travel Buffs/Family Vacationers,18,34,2019-08-26
Travel/Travel Buffs/Luxury Travelers,16,28,2019-08-26
Vehicles & Transportation/Auto Enthusiasts,200,336,2019-08-26
Vehicles & Transportation/Auto Enthusiasts/Motorcycle Enthusiasts,21,28,2019-08-26
Vehicles & Transportation/Auto Enthusiasts/Performance & Luxury Vehicle Enthusiasts,19,23,2019-08-26
Vehicles & Transportation/Auto Enthusiasts/Truck & SUV Enthusiasts,14,15,2019-08-26
Banking & Finance/Avid Investors,124,198,2019-08-27
Beauty & Wellness/Beauty Mavens,73,109,2019-08-27
Beauty & Wellness/Frequently Visits Salons,215,364,2019-08-27
Food & Dining/Coffee Shop Regulars,118,193,2019-08-27
Food & Dining/Cooking Enthusiasts,144,248,2019-08-27
