interestAffinityCategory,vistornum,sessionnum,logdate
Sports & Fitness/Health & Fitness Buffs,114,184,2019-07-05
Sports & Fitness/Sports Fans,86,153,2019-07-05
Sports & Fitness/Sports Fans/Baseball Fans,21,39,2019-07-05
Sports & Fitness/Sports Fans/Basketball Fans,27,55,2019-07-05
Technology/Mobile Enthusiasts,78,116,2019-07-05
Technology/Social Media Enthusiasts,10,12,2019-07-05
Technology/Technophiles,118,177,2019-07-05
Travel/Business Travelers,106,162,2019-07-05
Travel/Travel Buffs,49,75,2019-07-05
Vehicles & Transportation/Auto Enthusiasts,58,88,2019-07-05
Banking & Finance/Avid Investors,58,137,2019-07-06
Beauty & Wellness/Beauty Mavens,21,34,2019-07-06
Beauty & Wellness/Frequently Visits Salons,59,108,2019-07-06
Food & Dining/Coffee Shop Regulars,53,109,2019-07-06
Food & Dining/Cooking Enthusiasts,38,72,2019-07-06
Food & Dining/Cooking Enthusiasts/30 Minute Chefs,32,61,2019-07-06
Food & Dining/Cooking Enthusiasts/Aspiring Chefs,24,41,2019-07-06
Food & Dining/Fast Food Cravers,53,105,2019-07-06
Food & Dining/Foodies,46,81,2019-07-06
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Breakfast Out,21,32,2019-07-06
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,47,102,2019-07-06
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Lunch Out,49,94,2019-07-06
Home & Garden/Do-It-Yourselfers,50,87,2019-07-06
Home & Garden/Home Decor Enthusiasts,22,40,2019-07-06
Lifestyles & Hobbies/Art & Theater Aficionados,63,132,2019-07-06
Lifestyles & Hobbies/Business Professionals,78,154,2019-07-06
Lifestyles & Hobbies/Family-Focused,24,42,2019-07-06
Lifestyles & Hobbies/Fashionistas,35,66,2019-07-06
Lifestyles & Hobbies/Frequently Attends Live Events,44,92,2019-07-06
Lifestyles & Hobbies/Green Living Enthusiasts,64,133,2019-07-06
Lifestyles & Hobbies/Nightlife Enthusiasts,45,97,2019-07-06
Lifestyles & Hobbies/Outdoor Enthusiasts,58,107,2019-07-06
Lifestyles & Hobbies/Pet Lovers,20,35,2019-07-06
Lifestyles & Hobbies/Shutterbugs,71,139,2019-07-06
Lifestyles & Hobbies/Thrill Seekers,24,40,2019-07-06
Media & Entertainment/Book Lovers,32,74,2019-07-06
Media & Entertainment/Comics & Animation Fans,59,123,2019-07-06
Media & Entertainment/Gamers,54,106,2019-07-06
Media & Entertainment/Gamers/Action Game Fans,24,48,2019-07-06
Media & Entertainment/Gamers/Adventure & Strategy Game Fans,25,52,2019-07-06
Media & Entertainment/Gamers/Casual & Social Gamers,21,44,2019-07-06
Media & Entertainment/Gamers/Hardcore Gamers,43,82,2019-07-06
Media & Entertainment/Gamers/Roleplaying Game Fans,37,74,2019-07-06
Media & Entertainment/Gamers/Shooter Game Fans,13,32,2019-07-06
Media & Entertainment/Light TV Viewers,55,117,2019-07-06
Media & Entertainment/Movie Lovers,84,177,2019-07-06
Media & Entertainment/Movie Lovers/Action & Adventure Movie Fans,18,37,2019-07-06
Media & Entertainment/Movie Lovers/Family Movie Fans,16,39,2019-07-06
Media & Entertainment/Movie Lovers/Romance & Drama Movie Fans,12,24,2019-07-06
Media & Entertainment/Movie Lovers/Sci-Fi & Fantasy Movie Fans,17,40,2019-07-06
Media & Entertainment/Music Lovers,86,170,2019-07-06
Media & Entertainment/Music Lovers/Classical Music Enthusiasts,13,25,2019-07-06
Media & Entertainment/Music Lovers/Electronic Dance Music Fans,15,26,2019-07-06
Media & Entertainment/Music Lovers/Pop Music Fans,47,89,2019-07-06
Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,22,45,2019-07-06
Media & Entertainment/Music Lovers/Rock Music Fans,10,20,2019-07-06
Media & Entertainment/Music Lovers/World Music Fans,47,84,2019-07-06
Media & Entertainment/TV Lovers,26,52,2019-07-06
"Media & Entertainment/TV Lovers/Game, Reality & Talk Show Fans",13,28,2019-07-06
Media & Entertainment/TV Lovers/TV Drama Fans,16,35,2019-07-06
News & Politics/Avid News Readers,55,121,2019-07-06
News & Politics/Avid News Readers/Avid Business News Readers,29,69,2019-07-06
News & Politics/Avid News Readers/Avid Political News Readers,65,136,2019-07-06
News & Politics/Avid News Readers/Entertainment News Enthusiasts,29,62,2019-07-06
Shoppers/Bargain Hunters,16,28,2019-07-06
Shoppers/Luxury Shoppers,72,134,2019-07-06
Shoppers/Shopaholics,34,65,2019-07-06
Shoppers/Shoppers by Store Type/Convenience Store Shoppers,17,32,2019-07-06
Shoppers/Shoppers by Store Type/Department Store Shoppers,33,48,2019-07-06
Shoppers/Value Shoppers,91,175,2019-07-06
Sports & Fitness/Health & Fitness Buffs,88,166,2019-07-06
Sports & Fitness/Sports Fans,69,126,2019-07-06
Sports & Fitness/Sports Fans/Baseball Fans,17,36,2019-07-06
Sports & Fitness/Sports Fans/Basketball Fans,20,41,2019-07-06
Technology/Mobile Enthusiasts,60,122,2019-07-06
Technology/Social Media Enthusiasts,12,15,2019-07-06
Technology/Technophiles,90,179,2019-07-06
Travel/Business Travelers,85,173,2019-07-06
Travel/Travel Buffs,45,82,2019-07-06
Vehicles & Transportation/Auto Enthusiasts,36,61,2019-07-06
